,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
ADGRE5_CD55,ADGRE5_CD55,ADGRE5,ADGRE5,CD55,,,,,PMID: 11297558,Cell-Cell Contact,ADGRE5 - CD55
ALCAM_CD6,ALCAM_CD6,ALCAM,ALCAM,CD6,,,,,KEGG: hsa04514,Cell-Cell Contact,ALCAM - CD6
ANXA1_FPR2_LXA4,ANXA1_FPR2_LXA4,ANXA1,ANXA1,FPR2_LXA4,,,,,PMID: 22610094,Cell-Cell Contact,ANXA1 - (FPR2+LXA4)
APP_CD74,APP_CD74,APP,APP,CD74,,,,,PMID: 19849849,Cell-Cell Contact,APP - CD74
CADM1_CADM1,CADM1_CADM1,CADM,CADM1,CADM1,,,,,PMID: 24503895,Cell-Cell Contact,CADM1 - CADM1
CADM3_CADM3,CADM3_CADM3,CADM,CADM3,CADM3,,,,,KEGG: hsa04514,Cell-Cell Contact,CADM3 - CADM3
CD22_PTPRC,CD22_PTPRC,CD22,CD22,PTPRC,,,,,KEGG: hsa04514,Cell-Cell Contact,CD22 - PTPRC
CD226_NECTIN2,CD226_NECTIN2,CD226,CD226,NECTIN2,,,,,PMID: 24440149,Cell-Cell Contact,CD226 - NECTIN2
CD226_PVR,CD226_PVR,CD226,CD226,PVR,,,,,PMID: 24440149,Cell-Cell Contact,CD226 - PVR
FCER2A_ITGAM_ITGB2,FCER2A_ITGAM_ITGB2,CD23,FCER2,ITGAM_ITGB2,,,,,PMID: 7621072,Cell-Cell Contact,FCER2A - (ITGAM+ITGB2)
FCER2A_ITGAX_ITGB2,FCER2A_ITGAX_ITGB2,CD23,FCER2,ITGAX_ITGB2,,,,,PMID: 7621072,Cell-Cell Contact,FCER2A - (ITGAX+ITGB2)
FCER2A_ITGAV_ITGB3,FCER2A_ITGAV_ITGB3,CD23,FCER2,ITGAV_ITGB3,,,,,PMID: 10037797,Cell-Cell Contact,FCER2A - (ITGAV+ITGB3)
FCER2A_CR2,FCER2A_CR2,CD23,FCER2,CR2,,,,,PMID: 16785534,Cell-Cell Contact,FCER2A - CR2
CD34_SELP,CD34_SELP,CD34,CD34,SELP,,,,,PMID: 18606703,Cell-Cell Contact,CD34 - SELP
ENTPD1_ADORA1,ENTPD1_ADORA1,CD39,ENTPD1,ADORA1,,,,,PMID: 21677139,Cell-Cell Contact,ENTPD1 - ADORA1
ENTPD1_ADORA2A,ENTPD1_ADORA2A,CD39,ENTPD1,ADORA2A,,,,,PMID: 21677139,Cell-Cell Contact,ENTPD1 - ADORA2A
ENTPD1_ADORA2B,ENTPD1_ADORA2B,CD39,ENTPD1,ADORA2B,,,,,PMID: 21677139,Cell-Cell Contact,ENTPD1 - ADORA2B
ENTPD1_TMIGD3,ENTPD1_TMIGD3,CD39,ENTPD1,TMIGD3,,,,,PMID: 21677139,Cell-Cell Contact,ENTPD1 - TMIGD3
CD40LG_CD40,CD40LG_CD40,CD40,CD40LG,CD40,,,,,KEGG: hsa04514,Cell-Cell Contact,CD40LG - CD40
PTPRC_CD22,PTPRC_CD22,CD45,PTPRC,CD22,,,,,PMID: 12115612,Cell-Cell Contact,PTPRC - CD22
PTPRC_MRC1,PTPRC_MRC1,CD45,PTPRC,MRC1,,,,,PMID: 27601670; PMID: 10575006,Cell-Cell Contact,PTPRC - MRC1
CD46_JAG1,CD46_JAG1,CD46,CD46,JAG1,,,,,PMID: 23086448,Cell-Cell Contact,CD46 - JAG1
CD48_CD244A,CD48_CD244A,CD48,CD48,CD244,,,,,PMID: 26697006,Cell-Cell Contact,CD48 - CD244A
CD6_ALCAM,CD6_ALCAM,CD6,CD6,ALCAM,,,,,PMID: 23602662,Cell-Cell Contact,CD6 - ALCAM
CD80_CD274,CD80_CD274,CD80,CD80,CD274,,,,,PMID: 17629517; PMID: 18585785,Cell-Cell Contact,CD80 - CD274
CD80_CD28,CD80_CD28,CD80,CD80,CD28,,,,,PMID: 23954143,Cell-Cell Contact,CD80 - CD28
CD80_CTLA4,CD80_CTLA4,CD80,CD80,CTLA4,,,,,PMID: 23954143,Cell-Cell Contact,CD80 - CTLA4
CD86_CD28,CD86_CD28,CD86,CD86,CD28,,,,,PMID: 23954143,Cell-Cell Contact,CD86 - CD28
CD86_CTLA4,CD86_CTLA4,CD86,CD86,CTLA4,,,,,PMID: 23954143,Cell-Cell Contact,CD86 - CTLA4
CD96_NECTIN1,CD96_NECTIN1,CD96,CD96,NECTIN1,,,,,PMID: 17971293,Cell-Cell Contact,CD96 - NECTIN1
CD96_PVR,CD96_PVR,CD96,CD96,PVR,,,,,PMID: 15034010,Cell-Cell Contact,CD96 - PVR
CD99_PILRA,CD99_PILRA,CD99,CD99,PILRA,,,,,PMID: 18234675,Cell-Cell Contact,CD99 - PILRA
CD99_CD99,CD99_CD99,CD99,CD99,CD99,,,,,KEGG: hsa04514,Cell-Cell Contact,CD99 - CD99
CD99_CD99L2,CD99_CD99L2,CD99,CD99,CD99L2,,,,,KEGG: hsa04514,Cell-Cell Contact,CD99 - CD99L2
CDH15_CDH15,CDH15_CDH15,CDH,CDH15,CDH15,,,,,KEGG: hsa04514,Cell-Cell Contact,CDH15 - CDH15
CDH4_CDH4,CDH4_CDH4,CDH,CDH4,CDH4,,,,,KEGG: hsa04514,Cell-Cell Contact,CDH4 - CDH4
CDH2_CDH2,CDH2_CDH2,CDH,CDH2,CDH2,,,,,KEGG: hsa04514,Cell-Cell Contact,CDH2 - CDH2
CDH1_CDH1,CDH1_CDH1,CDH,CDH1,CDH1,,,,,KEGG: hsa04514,Cell-Cell Contact,CDH1 - CDH1
CDH1_ITGA1_ITGB1,CDH1_ITGA1_ITGB1,CDH1,CDH1,ITGA2_ITGB1,,,,,PMID: 12392763,Cell-Cell Contact,CDH1 - (ITGA1+ITGB1)
CDH1_ITGAE_ITGB7,CDH1_ITGAE_ITGB7,CDH1,CDH1,ITGAE_ITGB7,,,,,PMID: 9425167,Cell-Cell Contact,CDH1 - (ITGAE+ITGB7)
CDH1_KLRG1,CDH1_KLRG1,CDH1,CDH1,KLRG1,,,,,PMID: 19604491,Cell-Cell Contact,CDH1 - KLRG1
CDH5_CDH5,CDH5_CDH5,CDH5,CDH5,CDH5,,,,,KEGG: hsa04514,Cell-Cell Contact,CDH5 - CDH5
CD1D_CEACAM5,CD1D_CEACAM5,CEACAM,CD1D,CEACAM5,,,,,PMID: 24104458,Cell-Cell Contact,CD1D - CEACAM5
CD209_CEACAM1,CD209_CEACAM1,CEACAM,CD209,CEACAM1,,,,,PMID: 16282604; PMID: 6246332,Cell-Cell Contact,CD209 - CEACAM1
CD8A_CEACAM5,CD8A_CEACAM5,CEACAM,CD8A,CEACAM5,,,,,PMID: 24104458,Cell-Cell Contact,CD8A - CEACAM5
CEACAM1_CEACAM5,CEACAM1_CEACAM5,CEACAM,CEACAM1,CEACAM5,,,,,PMID: 11590190,Cell-Cell Contact,CEACAM1 - CEACAM5
SELE_CEACAM1,SELE_CEACAM1,CEACAM,SELE,CEACAM1,,,,,PMID: 1378450,Cell-Cell Contact,SELE - CEACAM1
CLDN11_CLDN11,CLDN11_CLDN11,CLDN,CLDN11,CLDN11,,,,,KEGG: hsa04514,Cell-Cell Contact,CLDN11 - CLDN11
CLEC2D_KLRB1,CLEC2D_KLRB1,CLEC,CLEC2D,KLRB1,,,,,PMID: 24223577,Cell-Cell Contact,CLEC2D - KLRB1
CLEC2A_KLRB1,CLEC2A_KLRB1,CLEC,CLEC2A,KLRB1,,,,,PMID: 24223577,Cell-Cell Contact,CLEC2A - KLRB1
CLEC2B_KLRB1,CLEC2B_KLRB1,CLEC,CLEC2B,KLRB1,,,,,PMID: 24223577,Cell-Cell Contact,CLEC2B - KLRB1
CLEC2C_KLRB1,CLEC2C_KLRB1,CLEC,CD69,KLRB1,,,,,PMID: 24223577,Cell-Cell Contact,CLEC2C - KLRB1
CLEC2L_KLRB1,CLEC2L_KLRB1,CLEC,CLEC2L,KLRB1,,,,,PMID: 24223577,Cell-Cell Contact,CLEC2L - KLRB1
CLEC1B_KLRB1,CLEC1B_KLRB1,CLEC,CLEC1B,KLRB1,,,,,PMID: 24223577,Cell-Cell Contact,CLEC1B - KLRB1
NFASC_CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,CNTN,NFASC,CNTN1_CNTNAP1,,,,,KEGG: hsa04514,Cell-Cell Contact,NFASC - (CNTN1+CNTNAP1)
CNTN2_CNTN2_CNTNAP2,CNTN2_CNTN2_CNTNAP2,CNTN,CNTN2,CNTN2_CNTNAP2,,,,,KEGG: hsa04514,Cell-Cell Contact,CNTN2 - (CNTN2+CNTNAP2)
CNTN2_L1CAM,CNTN2_L1CAM,CNTN,CNTN2,L1CAM,,,,,KEGG: hsa04514,Cell-Cell Contact,CNTN2 - L1CAM
CNTN2_CNTN2,CNTN2_CNTN2,CNTN,CNTN2,CNTN2,,,,,KEGG: hsa04514,Cell-Cell Contact,CNTN2 - CNTN2
CNTN1_NRCAM,CNTN1_NRCAM,CNTN,CNTN1,NRCAM,,,,,KEGG: hsa04514,Cell-Cell Contact,CNTN1 - NRCAM
CSPG4_ITGA2_ITGB1,CSPG4_ITGA2_ITGB1,CSPG4,CSPG4,ITGA3_ITGB1,,,,,PMID: 30213051,Cell-Cell Contact,CSPG4 - (ITGA2+ITGB1)
DSC1_DSG1,DSC1_DSG1,DESMOSOME,DSC1,DSG1,,,,,PMID: 27298358,Cell-Cell Contact,DSC1 - DSG1
DSC1_DSG2,DSC1_DSG2,DESMOSOME,DSC1,DSG2,,,,,PMID: 27298358,Cell-Cell Contact,DSC1 - DSG2
DSC2_DSG1,DSC2_DSG1,DESMOSOME,DSC2,DSG1,,,,,PMID: 27298358,Cell-Cell Contact,DSC2 - DSG1
DSC2_DSG2,DSC2_DSG2,DESMOSOME,DSC2,DSG2,,,,,PMID: 27298358,Cell-Cell Contact,DSC2 - DSG2
DSG1_DSC3,DSG1_DSC3,DESMOSOME,DSG1,DSC3,,,,,PMID: 27298358,Cell-Cell Contact,DSG1 - DSC3
DSG2_DSC3,DSG2_DSC3,DESMOSOME,DSG2,DSC3,,,,,PMID: 27298358,Cell-Cell Contact,DSG2 - DSC3
EPGN_EGFR,EPGN_EGFR,EPGN,EPGN,EGFR,,,,,PMID: 27298358,Cell-Cell Contact,EPGN - EGFR
EFNA1_EPHA1,EFNA1_EPHA1,EPHA,EFNA1,EPHA1,,,,,PMID: 15114347,Cell-Cell Contact,EFNA1 - EPHA1
EFNA1_EPHA2,EFNA1_EPHA2,EPHA,EFNA1,EPHA2,,,,,PMID: 15114347,Cell-Cell Contact,EFNA1 - EPHA2
EFNA1_EPHA3,EFNA1_EPHA3,EPHA,EFNA1,EPHA3,,,,,PMID: 15114347,Cell-Cell Contact,EFNA1 - EPHA3
EFNA1_EPHA4,EFNA1_EPHA4,EPHA,EFNA1,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNA1 - EPHA4
EFNA1_EPHA5,EFNA1_EPHA5,EPHA,EFNA1,EPHA5,,,,,PMID: 15114347,Cell-Cell Contact,EFNA1 - EPHA5
EFNA1_EPHA7,EFNA1_EPHA7,EPHA,EFNA1,EPHA7,,,,,PMID: 15114347,Cell-Cell Contact,EFNA1 - EPHA7
EFNA1_EPHA8,EFNA1_EPHA8,EPHA,EFNA1,EPHA8,,,,,PMID: 15114347,Cell-Cell Contact,EFNA1 - EPHA8
EFNA2_EPHA1,EFNA2_EPHA1,EPHA,EFNA2,EPHA1,,,,,PMID: 15114347,Cell-Cell Contact,EFNA2 - EPHA1
EFNA2_EPHA2,EFNA2_EPHA2,EPHA,EFNA2,EPHA2,,,,,PMID: 15114347,Cell-Cell Contact,EFNA2 - EPHA2
EFNA2_EPHA3,EFNA2_EPHA3,EPHA,EFNA2,EPHA3,,,,,PMID: 15114347,Cell-Cell Contact,EFNA2 - EPHA3
EFNA2_EPHA4,EFNA2_EPHA4,EPHA,EFNA2,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNA2 - EPHA4
EFNA2_EPHA5,EFNA2_EPHA5,EPHA,EFNA2,EPHA5,,,,,PMID: 15114347,Cell-Cell Contact,EFNA2 - EPHA5
EFNA2_EPHA7,EFNA2_EPHA7,EPHA,EFNA2,EPHA7,,,,,PMID: 15114347,Cell-Cell Contact,EFNA2 - EPHA7
EFNA2_EPHA8,EFNA2_EPHA8,EPHA,EFNA2,EPHA8,,,,,PMID: 15114347,Cell-Cell Contact,EFNA2 - EPHA8
EFNA3_EPHA1,EFNA3_EPHA1,EPHA,EFNA3,EPHA1,,,,,PMID: 15114347,Cell-Cell Contact,EFNA3 - EPHA1
EFNA3_EPHA2,EFNA3_EPHA2,EPHA,EFNA3,EPHA2,,,,,PMID: 15114347,Cell-Cell Contact,EFNA3 - EPHA2
EFNA3_EPHA3,EFNA3_EPHA3,EPHA,EFNA3,EPHA3,,,,,PMID: 15114347,Cell-Cell Contact,EFNA3 - EPHA3
EFNA3_EPHA4,EFNA3_EPHA4,EPHA,EFNA3,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNA3 - EPHA4
EFNA3_EPHA5,EFNA3_EPHA5,EPHA,EFNA3,EPHA5,,,,,PMID: 15114347,Cell-Cell Contact,EFNA3 - EPHA5
EFNA3_EPHA7,EFNA3_EPHA7,EPHA,EFNA3,EPHA7,,,,,PMID: 15114347,Cell-Cell Contact,EFNA3 - EPHA7
EFNA3_EPHA8,EFNA3_EPHA8,EPHA,EFNA3,EPHA8,,,,,PMID: 15114347,Cell-Cell Contact,EFNA3 - EPHA8
EFNA4_EPHA1,EFNA4_EPHA1,EPHA,EFNA4,EPHA1,,,,,PMID: 15114347,Cell-Cell Contact,EFNA4 - EPHA1
EFNA4_EPHA2,EFNA4_EPHA2,EPHA,EFNA4,EPHA2,,,,,PMID: 15114347,Cell-Cell Contact,EFNA4 - EPHA2
EFNA4_EPHA3,EFNA4_EPHA3,EPHA,EFNA4,EPHA3,,,,,PMID: 15114347,Cell-Cell Contact,EFNA4 - EPHA3
EFNA4_EPHA4,EFNA4_EPHA4,EPHA,EFNA4,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNA4 - EPHA4
EFNA4_EPHA5,EFNA4_EPHA5,EPHA,EFNA4,EPHA5,,,,,PMID: 15114347,Cell-Cell Contact,EFNA4 - EPHA5
EFNA4_EPHA7,EFNA4_EPHA7,EPHA,EFNA4,EPHA7,,,,,PMID: 15114347,Cell-Cell Contact,EFNA4 - EPHA7
EFNA4_EPHA8,EFNA4_EPHA8,EPHA,EFNA4,EPHA8,,,,,PMID: 15114347,Cell-Cell Contact,EFNA4 - EPHA8
EFNA5_EPHA1,EFNA5_EPHA1,EPHA,EFNA5,EPHA1,,,,,PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHA1
EFNA5_EPHA2,EFNA5_EPHA2,EPHA,EFNA5,EPHA2,,,,,PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHA2
EFNA5_EPHA3,EFNA5_EPHA3,EPHA,EFNA5,EPHA3,,,,,PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHA3
EFNA5_EPHA4,EFNA5_EPHA4,EPHA,EFNA5,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHA4
EFNA5_EPHA5,EFNA5_EPHA5,EPHA,EFNA5,EPHA5,,,,,PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHA5
EFNA5_EPHA7,EFNA5_EPHA7,EPHA,EFNA5,EPHA7,,,,,PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHA7
EFNA5_EPHA8,EFNA5_EPHA8,EPHA,EFNA5,EPHA8,,,,,PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHA8
EFNA5_EPHB2,EFNA5_EPHB2,EPHA,EFNA5,EPHB2,,,,,PMID:15107857; PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHB2
EFNB1_EPHA4,EFNB1_EPHA4,EPHB,EFNB1,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNB1 - EPHA4
EFNB1_EPHB1,EFNB1_EPHB1,EPHB,EFNB1,EPHB1,,,,,PMID: 15114347,Cell-Cell Contact,EFNB1 - EPHB1
EFNB1_EPHB2,EFNB1_EPHB2,EPHB,EFNB1,EPHB2,,,,,PMID: 15114347,Cell-Cell Contact,EFNB1 - EPHB2
EFNB1_EPHB3,EFNB1_EPHB3,EPHB,EFNB1,EPHB3,,,,,PMID: 15114347,Cell-Cell Contact,EFNB1 - EPHB3
EFNB1_EPHB4,EFNB1_EPHB4,EPHB,EFNB1,EPHB4,,,,,PMID: 15114347,Cell-Cell Contact,EFNB1 - EPHB4
EFNB2_EPHA4,EFNB2_EPHA4,EPHB,EFNB2,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNB2 - EPHA4
EFNB2_EPHB1,EFNB2_EPHB1,EPHB,EFNB2,EPHB1,,,,,PMID: 15114347,Cell-Cell Contact,EFNB2 - EPHB1
EFNB2_EPHB2,EFNB2_EPHB2,EPHB,EFNB2,EPHB2,,,,,PMID: 15114347,Cell-Cell Contact,EFNB2 - EPHB2
EFNB2_EPHB3,EFNB2_EPHB3,EPHB,EFNB2,EPHB3,,,,,PMID: 15114347,Cell-Cell Contact,EFNB2 - EPHB3
EFNB2_EPHB4,EFNB2_EPHB4,EPHB,EFNB2,EPHB4,,,,,PMID: 15114347,Cell-Cell Contact,EFNB2 - EPHB4
EFNB3_EPHA4,EFNB3_EPHA4,EPHB,EFNB3,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNB3 - EPHA4
EFNB3_EPHB1,EFNB3_EPHB1,EPHB,EFNB3,EPHB1,,,,,PMID: 15114347,Cell-Cell Contact,EFNB3 - EPHB1
EFNB3_EPHB2,EFNB3_EPHB2,EPHB,EFNB3,EPHB2,,,,,PMID: 15114347,Cell-Cell Contact,EFNB3 - EPHB2
EFNB3_EPHB3,EFNB3_EPHB3,EPHB,EFNB3,EPHB3,,,,,PMID: 15114347,Cell-Cell Contact,EFNB3 - EPHB3
EFNB3_EPHB4,EFNB3_EPHB4,EPHB,EFNB3,EPHB4,,,,,PMID: 15114347,Cell-Cell Contact,EFNB3 - EPHB4
EFNB3_EPHB6,EFNB3_EPHB6,EPHB,EFNB3,EPHB6,,,,,PMID: 15114347,Cell-Cell Contact,EFNB3 - EPHB6
ESAM_ESAM,ESAM_ESAM,ESAM,ESAM,ESAM,,,,,KEGG: hsa04514; PMID: 11279107,Cell-Cell Contact,ESAM - ESAM
GP1BA_ITGAM_ITGB2,GP1BA_ITGAM_ITGB2,GP1BA,GP1BA,ITGAM_ITGB2,,,,,PMC2194217,Cell-Cell Contact,GP1BA - (ITGAM+ITGB2)
ICAM1_ITGAX_ITGB2,ICAM1_ITGAX_ITGB2,ICAM,ICAM1,ITGAX_ITGB2,,,,,PMID: 16252253,Cell-Cell Contact,ICAM1 - (ITGAX+ITGB2)
ICAM1_ITGAL_ITGB2,ICAM1_ITGAL_ITGB2,ICAM,ICAM1,ITGAL_ITGB2,,,,,KEGG: hsa04514,Cell-Cell Contact,ICAM1 - (ITGAL+ITGB2)
ICAM2_ITGAL_ITGB2,ICAM2_ITGAL_ITGB2,ICAM,ICAM2,ITGAL_ITGB2,,,,,KEGG: hsa04514,Cell-Cell Contact,ICAM2 - (ITGAL+ITGB2)
ICAM1_ITGAM_ITGB2,ICAM1_ITGAM_ITGB2,ICAM,ICAM1,ITGAM_ITGB2,,,,,KEGG: hsa04514,Cell-Cell Contact,ICAM1 - (ITGAM+ITGB2)
ICAM2_ITGAM_ITGB2,ICAM2_ITGAM_ITGB2,ICAM,ICAM2,ITGAM_ITGB2,,,,,KEGG: hsa04514,Cell-Cell Contact,ICAM2 - (ITGAM+ITGB2)
ICAM1_ITGAL,ICAM1_ITGAL,ICAM,ICAM1,ITGAL,,,,,PMID: 23602662,Cell-Cell Contact,ICAM1 - ITGAL
ICAM1_SPN,ICAM1_SPN,ICAM,ICAM1,SPN,,,,,PMID: 1683685,Cell-Cell Contact,ICAM1 - SPN
ICAM5_CD209,ICAM5_CD209,ICAM,ICAM5,CD209,,,,,PMID: 15795245,Cell-Cell Contact,ICAM5 - CD209
ICOSL_ICOS,ICOSL_ICOS,ICOS,ICOSLG,ICOS,,,,,PMID: 23954143,Cell-Cell Contact,ICOSL - ICOS
ICOSL_CD28,ICOSL_CD28,ICOS,ICOSLG,CD28,,,,,KEGG: hsa04514,Cell-Cell Contact,ICOSL - CD28
ICOSL_CTLA4,ICOSL_CTLA4,ICOS,ICOSLG,CTLA4,,,,,KEGG: hsa04514,Cell-Cell Contact,ICOSL - CTLA4
ITGB2_CD226,ITGB2_CD226,ITGB2,ITGB2,CD226,,,,,KEGG: hsa04514,Cell-Cell Contact,ITGB2 - CD226
ITGB2_ICAM1,ITGB2_ICAM1,ITGB2,ITGB2,ICAM1,,,,,KEGG: hsa04514,Cell-Cell Contact,ITGB2 - ICAM1
ITGB2_ICAM2,ITGB2_ICAM2,ITGB2,ITGB2,ICAM2,,,,,KEGG: hsa04514,Cell-Cell Contact,ITGB2 - ICAM2
JAM2_ITGA3_ITGB1,JAM2_ITGA3_ITGB1,JAM,JAM2,ITGA3_ITGB1,,,,,PMID: 12070135,Cell-Cell Contact,JAM2 - (ITGA3+ITGB1)
JAM2_ITGAV_ITGB1,JAM2_ITGAV_ITGB1,JAM,JAM2,ITGAV_ITGB1,,,,,KEGG: hsa04514,Cell-Cell Contact,JAM2 - (ITGAV+ITGB1)
JAM3_ITGAM_ITGB2,JAM3_ITGAM_ITGB2,JAM,JAM3,ITGAM_ITGB2,,,,,"KEGG: hsa04514; PMID: 16118203, PMC2194005",Cell-Cell Contact,JAM3 - (ITGAM+ITGB2)
JAM1_ITGAL_ITGB2,JAM1_ITGAL_ITGB2,JAM,F11R,ITGAL_ITGB2,,,,,PMID: 11812992,Cell-Cell Contact,JAM1 - (ITGAL+ITGB2)
JAM2_JAM3,JAM2_JAM3,JAM,JAM2,JAM3,,,,,PMC1237098;  PMID: 11590146,Cell-Cell Contact,JAM2 - JAM3
F11R_F11R,F11R_F11R,JAM,F11R,F11R,,,,,KEGG: hsa04514,Cell-Cell Contact,F11R - F11R
F11R_JAM2,F11R_JAM2,JAM,F11R,JAM2,,,,,KEGG: hsa04514,Cell-Cell Contact,F11R - JAM2
F11R_JAM3,F11R_JAM3,JAM,F11R,JAM3,,,,,KEGG: hsa04514,Cell-Cell Contact,F11R - JAM3
JAM2_F11R,JAM2_F11R,JAM,JAM2,F11R,,,,,KEGG: hsa04514,Cell-Cell Contact,JAM2 - F11R
JAM2_JAM2,JAM2_JAM2,JAM,JAM2,JAM2,,,,,KEGG: hsa04514,Cell-Cell Contact,JAM2 - JAM2
JAM3_F11R,JAM3_F11R,JAM,JAM3,F11R,,,,,KEGG: hsa04514,Cell-Cell Contact,JAM3 - F11R
JAM3_JAM2,JAM3_JAM2,JAM,JAM3,JAM2,,,,,KEGG: hsa04514,Cell-Cell Contact,JAM3 - JAM2
JAM3_JAM3,JAM3_JAM3,JAM,JAM3,JAM3,,,,,KEGG: hsa04514,Cell-Cell Contact,JAM3 - JAM3
L1CAM_ITGAV_ITGB3,L1CAM_ITGAV_ITGB3,L1CAM,L1CAM,ITGAV_ITGB3,,,,,PMID: 9396761,Cell-Cell Contact,L1CAM - (ITGAV+ITGB3)
L1CAM_ITGA4_ITGB7,L1CAM_ITGA4_ITGB7,L1CAM,L1CAM,ITGA4_ITGB7,,,,,PMID: 8557754,Cell-Cell Contact,L1CAM - (ITGA4+ITGB7)
L1CAM_L1CAM,L1CAM_L1CAM,L1CAM,L1CAM,L1CAM,,,,,PMID: 18701456,Cell-Cell Contact,L1CAM - L1CAM
LCK_CD8A_CD8B1,LCK_CD8A_CD8B1,LCK,LCK,CD8 receptor,,,,,PMID: 25427562,Cell-Cell Contact,LCK - (CD8A+CD8B1)
MADCAM1_ITGA4_ITGB7,MADCAM1_ITGA4_ITGB7,MADCAM,MADCAM1,ITGA4_ITGB7,,,,,KEGG: hsa04514; PMID: 7517418,Cell-Cell Contact,MADCAM1 - (ITGA4+ITGB7)
MAG_MAG,MAG_MAG,MAG,MAG,MAG,,,,,KEGG: hsa04514,Cell-Cell Contact,MAG - MAG
HLA-A_CD8A,HLA-A_CD8A,MHC-I,HLA-A,CD8A,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-A - CD8A
HLA-B_CD8A,HLA-B_CD8A,MHC-I,HLA-B,CD8A,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-B - CD8A
HLA-C_CD8A,HLA-C_CD8A,MHC-I,HLA-C,CD8A,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-C - CD8A
HLA-E_CD8A,HLA-E_CD8A,MHC-I,HLA-E,CD8A,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-E - CD8A
HLA-F_CD8A,HLA-F_CD8A,MHC-I,HLA-F,CD8A,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-F - CD8A
HLA-G_CD8A,HLA-G_CD8A,MHC-I,HLA-G,CD8A,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-G - CD8A
HLA-A_CD8B,HLA-A_CD8B,MHC-I,HLA-A,CD8B,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-A - CD8B
HLA-B_CD8B,HLA-B_CD8B,MHC-I,HLA-B,CD8B,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-B - CD8B
HLA-C_CD8B,HLA-C_CD8B,MHC-I,HLA-C,CD8B,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-C - CD8B
HLA-E_CD8B,HLA-E_CD8B,MHC-I,HLA-E,CD8B,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-E - CD8B
HLA-F_CD8B,HLA-F_CD8B,MHC-I,HLA-F,CD8B,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-F - CD8B
HLA-G_CD8B,HLA-G_CD8B,MHC-I,HLA-G,CD8B,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-G - CD8B
HLA-A_CD8B2,HLA-A_CD8B2,MHC-I,HLA-A,CD8B2,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-A - CD8B2
HLA-B_CD8B2,HLA-B_CD8B2,MHC-I,HLA-B,CD8B2,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-B - CD8B2
HLA-C_CD8B2,HLA-C_CD8B2,MHC-I,HLA-C,CD8B2,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-C - CD8B2
HLA-E_CD8B2,HLA-E_CD8B2,MHC-I,HLA-E,CD8B2,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-E - CD8B2
HLA-F_CD8B2,HLA-F_CD8B2,MHC-I,HLA-F,CD8B2,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-F - CD8B2
HLA-G_CD8B2,HLA-G_CD8B2,MHC-I,HLA-G,CD8B2,,,,,KEGG: hsa04514,Cell-Cell Contact,HLA-G - CD8B2
HLA-C_KIR2DL1,HLA-C_KIR2DL1,MHC-I,HLA-C,KIR2DL1,,,,,PMID: 28484462,Cell-Cell Contact,HLA-C - KIR2DL1
HLA-C_KIR2DL2,HLA-C_KIR2DL2,MHC-I,HLA-C,KIR2DL2,,,,,PMID: 28484462,Cell-Cell Contact,HLA-C - KIR2DL2
HLA-C_KIR2DL3,HLA-C_KIR2DL3,MHC-I,HLA-C,KIR2DL3,,,,,PMID: 28484462,Cell-Cell Contact,HLA-C - KIR2DL3
